Setting,year,onion_yield,first5_sum,last5_sum,growth,std_dev,cagr
Shahbuz district,2018,104.0,210.0,382.1,172.10000000000002,32.54487175479775,0.03718560723880926
Sharur district,2018,185.0,548.0,1100.1,552.0999999999999,62.493504445070826,0.04500210035402841
Absheron-Khizi economic region,2018,111.0,280.0,605.8,325.79999999999995,25.460880763935922,0.06356782564761532
Sumgayit city,2018,57.0,198.0,0.0,-198.0,21.242645786248,
Absheron district,2018,115.0,372.0,605.8,233.79999999999995,24.169186275449807,0.03590495661923154
Khizi district,2018,,265.0,0.0,-265.0,12.972696314691198,
Daghlig Shirvan economic region,2018,98.0,479.0,500.3,21.30000000000001,8.57104896933757,-0.0018709108878679492
Aghsu district,2018,94.0,345.0,516.4,171.39999999999998,15.03025692356607,0.02160175618988469
Ismayilli district,2018,104.0,640.0,521.6,-118.39999999999998,15.983222634910064,-0.01708776598843864
Gobustan district,2018,40.0,129.0,232.29999999999998,103.29999999999998,8.234197645767633,0.023859506982810696
Shamakhi district,2018,88.0,581.0,366.53,-214.47000000000003,19.84978063161375,-0.03633781001630987
Ganja-Dashkasan economic region,2018,95.0,0.0,636.0999999999999,636.0999999999999,22.274841087077263,
Ganja city,2018,118.0,158.0,264.2,106.19999999999999,34.345983021419,
Naftalan city,2018,,0.0,10.0,10.0,35.4911122341784,
Goranboy district,2018,85.0,266.0,521.9,255.89999999999998,31.19201838402839,0.12711671792818335
Goygol district,2018,91.0,279.0,571.0,292.0,26.56075753023076,0.032671403771543206
Samukh district,2018,106.0,415.0,781.3,366.29999999999995,30.447516914058593,0.02859630417899295
Karabakh economic region,2018,211.0,0.0,1615.2,1615.2,80.92256568080153,
Aghjabadi district,2018,142.0,722.0,2195.2999999999997,1473.2999999999997,125.02804663615349,0.05466719493611527
Aghdam district,2018,223.0,600.0,1406.6999999999998,806.6999999999998,60.86772767024518,0.07377042993101357
Barda district,2018,225.0,526.0,2114.2,1588.1999999999998,126.22560892238185,0.06709938623264766
Fuzuli district,2018,210.0,356.0,733.7,377.70000000000005,42.80253933107714,0.09430943959034077
Khojaly district,2018,,0.0,910.0,910.0,85.0626566452962,
Khojavand district,2018,98.0,400.0,1168.9,768.9000000000001,70.0124045686067,0.05464859639961417
Shusha district,2018,265.0,60.0,984.4,924.4,79.74063163364919,
Tartar district,2018,180.0,515.0,943.3,428.29999999999995,34.80586922644938,0.04477005967821923
Gazakh-Tovuz economic region,2018,201.0,0.0,1297.4,1297.4,42.1009047624654,
Aghstafa district,2018,201.0,503.0,1021.5,518.5,55.849269032363125,0.03759835642065856
Gadabay district,2018,281.0,370.0,453.0,83.0,94.67188952728611,
Gazakh district,2018,243.0,675.0,1450.0,775.0,65.81692604203867,0.03879756644698329
Shamkir district,2018,204.0,788.0,1316.6999999999998,528.6999999999998,39.09382781448251,0.030235698008254763
Tovuz district,2018,174.0,528.0,1140.6999999999998,612.6999999999998,45.05568032679281,0.040799293343634524
Guba-Khachmaz economic region,2018,151.0,688.0,834.5,146.5,14.589423779981308,0.013554562150187355
Khachmaz district,2018,219.0,906.0,1194.9,288.9000000000001,23.068847414088395,0.014059041344082868
Guba district,2018,106.0,412.0,531.0,119.0,10.930541575349082,0.017325893103010026
Gusar district,2018,165.0,662.0,833.3,171.29999999999995,21.022551297201733,0.02219604687322052
Siyazan district,2018,42.0,346.0,545.4,199.39999999999998,41.665667234390426,0.014215795846207246
Shabran district,2018,84.0,388.0,434.7,46.69999999999999,29.427161058637893,-0.011701332839504697
Lankaran-Astara economic region,2018,136.0,611.0,670.9,59.89999999999998,7.341453425977522,0.0035402795788510577
Astara district,2018,108.0,805.0,548.7,-256.29999999999995,32.53138924534094,-0.03509615298405655
Jalilabad district,2018,105.0,407.0,652.2,245.20000000000005,33.656650827548724,0.00906867194780192
Lerik district,2018,147.0,628.0,644.7,16.700000000000045,11.082810001810545,0.012233366084389186
Lankaran district,2018,151.0,731.0,763.3,32.299999999999955,10.396256816619212,0.0023838841357883833
Masalli district,2018,167.0,724.0,876.5,152.5,17.012922944087215,0.015624882959974995
Yardimli district,2018,135.0,446.0,641.9999999999999,195.9999999999999,25.491110982662857,0.012493688629332533
Central Aran economic region,2018,111.0,0.0,560.4,560.4,5.813510909158861,
Mingachevir city,2018,7.0,354.0,54.0,-300.0,48.11406407751621,
Agdash district,2018,128.0,440.0,462.59999999999997,22.599999999999966,15.07923757346841,0.00680801028831679
Goychay district,2018,155.0,768.0,715.9999999999999,-52.000000000000114,44.98276642629173,0.00739549596839395
Kurdamir district,2018,124.0,310.0,707.5999999999999,397.5999999999999,32.310517872937154,0.06394665145966805
Ujar district,2018,101.0,266.0,498.7,232.7,20.093628217112414,0.04938336770303975
Yevlakh district,2018,95.0,435.0,426.7,-8.300000000000011,20.401768447786615,0.006997997758389829
Zardab district,2018,208.0,556.0,1075.6,519.5999999999999,43.61131684003292,0.05012151978198909
Mil-Mughan economic region,2018,241.0,0.0,1407.5,1407.5,66.16499761271747,
Beylagan district,2018,294.0,448.0,1843.3,1395.3,108.92274477679189,0.06577241529602018
Imishli district,2018,132.0,436.0,658.0,222.0,19.12537581330103,0.023338982756220483
Saatli district,2018,96.0,311.0,651.9,340.9,44.66901931128424,0.04281491007098337
Sabirabad district,2018,146.0,456.0,731.5,275.5,21.582769143764743,0.02040336097737061
Shaki-Zagatala economic region,2018,108.0,430.0,556.4,126.39999999999998,10.010353336073782,0.010410424655590056
Balakan district,2018,112.0,556.0,566.1,10.100000000000023,21.34305329405902,-0.01388460395705493
Gakh district,2018,116.0,462.0,588.6,126.60000000000002,10.273012343450954,0.01139804291740254
Gabala district,2018,99.0,150.0,477.6,327.6,27.761009044852923,0.04987810991856079
Oghuz district,2018,95.0,351.0,569.0999999999999,218.0999999999999,25.778892261536065,0.008383410219044096
Shaki district,2018,254.0,753.0,1331.0,578.0,42.58961566296227,0.04397932964712159
Zagatala district,2018,63.0,382.0,314.4,-67.60000000000002,6.8293908740198,-0.013935613449717055
Eastern Zangazur economic region,2018,118.0,0.0,759.2,759.2,22.057317525262594,
Jabrayil district,2018,151.0,0.0,784.6,784.6,20.480751125548757,
Lachin district,2018,34.0,0.0,829.0,829.0,108.6045604449949,
Zangilan district,2018,80.0,0.0,143.2,143.2,25.604473195499406,
Shirvan-Salyan economic region,2018,110.0,0.0,693.4000000000001,693.4000000000001,19.70412508726397,
Shirvan city,2018,15.0,40.0,58.2,18.200000000000003,11.370149256612557,
Bilasuvar district,2018,150.0,490.0,757.7,267.70000000000005,49.49370604840374,0.01928055704492615
Hajigabul district,2018,50.0,405.0,245.39999999999998,-159.60000000000002,66.4559336034873,-0.06212908071134038
Neftchala district,2018,70.0,271.0,300.0,29.0,17.707494524038136,0.021728907499155348
Salyan district,2018,170.0,285.0,876.8000000000001,591.8000000000001,53.98386433644457,0.06246273325049212
Republic of Azerbaijan,2019,214.0,525.0,1239.6,714.5999999999999,53.248637459604055,0.04734757363927966
Baku city,2019,100.0,309.0,461.8,152.8,61.365081771880384,0.01573075458094797
Nakhchivan Autonomous Republic,2019,122.0,463.0,828.4000000000001,365.4000000000001,39.547176010870636,0.059550486726812624
Nakhchivan city,2019,45.0,0.0,204.2,204.2,14.194830136862471,
Babak district,2019,126.0,466.0,611.9,145.89999999999998,39.32077091515779,0.04404880571974212
Julfa district,2019,67.0,450.0,430.2,-19.80000000000001,34.68312353250518,0.0034466792535052804
Kangarli district,2019,146.0,99.0,729.5,630.5,31.638981203239577,
Ordubad district,2019,86.0,251.0,417.9,166.89999999999998,13.95356624198865,0.02245828366300695
Sadarak district,2019,71.0,569.0,390.9,-178.10000000000002,54.41127583879832,0.028884331696751753
Shahbuz district,2019,115.0,210.0,382.1,172.10000000000002,32.54487175479775,0.03718560723880926
Sharur district,2019,188.0,548.0,1100.1,552.0999999999999,62.493504445070826,0.04500210035402841
Absheron-Khizi economic region,2019,115.0,280.0,605.8,325.79999999999995,25.460880763935922,0.06356782564761532
Sumgayit city,2019,,198.0,0.0,-198.0,21.242645786248,
Absheron district,2019,115.0,372.0,605.8,233.79999999999995,24.169186275449807,0.03590495661923154
Khizi district,2019,,265.0,0.0,-265.0,12.972696314691198,
Daghlig Shirvan economic region,2019,102.0,479.0,500.3,21.30000000000001,8.57104896933757,-0.0018709108878679492
Aghsu district,2019,97.0,345.0,516.4,171.39999999999998,15.03025692356607,0.02160175618988469
Ismayilli district,2019,105.0,640.0,521.6,-118.39999999999998,15.983222634910064,-0.01708776598843864
Gobustan district,2019,40.0,129.0,232.29999999999998,103.29999999999998,8.234197645767633,0.023859506982810696
Shamakhi district,2019,90.0,581.0,366.53,-214.47000000000003,19.84978063161375,-0.03633781001630987
Ganja-Dashkasan economic region,2019,88.0,0.0,636.0999999999999,636.0999999999999,22.274841087077263,
Ganja city,2019,136.0,158.0,264.2,106.19999999999999,34.345983021419,
Naftalan city,2019,,0.0,10.0,10.0,35.4911122341784,
Goranboy district,2019,95.0,266.0,521.9,255.89999999999998,31.19201838402839,0.12711671792818335
Goygol district,2019,71.0,279.0,571.0,292.0,26.56075753023076,0.032671403771543206
Samukh district,2019,108.0,415.0,781.3,366.29999999999995,30.447516914058593,0.02859630417899295
Karabakh economic region,2019,276.0,0.0,1615.2,1615.2,80.92256568080153,
Aghjabadi district,2019,400.0,722.0,2195.2999999999997,1473.2999999999997,125.02804663615349,0.05466719493611527
Aghdam district,2019,244.0,600.0,1406.6999999999998,806.6999999999998,60.86772767024518,0.07377042993101357
Barda district,2019,382.0,526.0,2114.2,1588.1999999999998,126.22560892238185,0.06709938623264766
Fuzuli district,2019,120.0,356.0,733.7,377.70000000000005,42.80253933107714,0.09430943959034077
Khojaly district,2019,,0.0,910.0,910.0,85.0626566452962,
Khojavand district,2019,98.0,400.0,1168.9,768.9000000000001,70.0124045686067,0.05464859639961417
Shusha district,2019,208.0,60.0,984.4,924.4,79.74063163364919,
Tartar district,2019,180.0,515.0,943.3,428.29999999999995,34.80586922644938,0.04477005967821923
Gazakh-Tovuz economic region,2019,217.0,0.0,1297.4,1297.4,42.1009047624654,
Aghstafa district,2019,201.0,503.0,1021.5,518.5,55.849269032363125,0.03759835642065856
Gadabay district,2019,,370.0,453.0,83.0,94.67188952728611,
Gazakh district,2019,250.0,675.0,1450.0,775.0,65.81692604203867,0.03879756644698329
Shamkir district,2019,221.0,788.0,1316.6999999999998,528.6999999999998,39.09382781448251,0.030235698008254763
Tovuz district,2019,179.0,528.0,1140.6999999999998,612.6999999999998,45.05568032679281,0.040799293343634524
Guba-Khachmaz economic region,2019,151.0,688.0,834.5,146.5,14.589423779981308,0.013554562150187355
Khachmaz district,2019,223.0,906.0,1194.9,288.9000000000001,23.068847414088395,0.014059041344082868
Guba district,2019,106.0,412.0,531.0,119.0,10.930541575349082,0.017325893103010026
Gusar district,2019,165.0,662.0,833.3,171.29999999999995,21.022551297201733,0.02219604687322052
Siyazan district,2019,64.0,346.0,545.4,199.39999999999998,41.665667234390426,0.014215795846207246
Shabran district,2019,93.0,388.0,434.7,46.69999999999999,29.427161058637893,-0.011701332839504697
Lankaran-Astara economic region,2019,132.0,611.0,670.9,59.89999999999998,7.341453425977522,0.0035402795788510577
Astara district,2019,107.0,805.0,548.7,-256.29999999999995,32.53138924534094,-0.03509615298405655
Jalilabad district,2019,188.0,407.0,652.2,245.20000000000005,33.656650827548724,0.00906867194780192
Lerik district,2019,129.0,628.0,644.7,16.700000000000045,11.082810001810545,0.012233366084389186
Lankaran district,2019,144.0,731.0,763.3,32.299999999999955,10.396256816619212,0.0023838841357883833
Masalli district,2019,175.0,724.0,876.5,152.5,17.012922944087215,0.015624882959974995
Yardimli district,2019,131.0,446.0,641.9999999999999,195.9999999999999,25.491110982662857,0.012493688629332533
Central Aran economic region,2019,108.0,0.0,560.4,560.4,5.813510909158861,
Mingachevir city,2019,11.0,354.0,54.0,-300.0,48.11406407751621,
Agdash district,2019,93.0,440.0,462.59999999999997,22.599999999999966,15.07923757346841,0.00680801028831679
Goychay district,2019,140.0,768.0,715.9999999999999,-52.000000000000114,44.98276642629173,0.00739549596839395
Kurdamir district,2019,121.0,310.0,707.5999999999999,397.5999999999999,32.310517872937154,0.06394665145966805
Ujar district,2019,101.0,266.0,498.7,232.7,20.093628217112414,0.04938336770303975
Yevlakh district,2019,85.0,435.0,426.7,-8.300000000000011,20.401768447786615,0.006997997758389829
Zardab district,2019,212.0,556.0,1075.6,519.5999999999999,43.61131684003292,0.05012151978198909
Mil-Mughan economic region,2019,248.0,0.0,1407.5,1407.5,66.16499761271747,
Beylagan district,2019,313.0,448.0,1843.3,1395.3,108.92274477679189,0.06577241529602018
Imishli district,2019,132.0,436.0,658.0,222.0,19.12537581330103,0.023338982756220483
Saatli district,2019,104.0,311.0,651.9,340.9,44.66901931128424,0.04281491007098337
Sabirabad district,2019,146.0,456.0,731.5,275.5,21.582769143764743,0.02040336097737061
Shaki-Zagatala economic region,2019,108.0,430.0,556.4,126.39999999999998,10.010353336073782,0.010410424655590056
Balakan district,2019,112.0,556.0,566.1,10.100000000000023,21.34305329405902,-0.01388460395705493
Gakh district,2019,118.0,462.0,588.6,126.60000000000002,10.273012343450954,0.01139804291740254
Gabala district,2019,99.0,150.0,477.6,327.6,27.761009044852923,0.04987810991856079
Oghuz district,2019,91.0,351.0,569.0999999999999,218.0999999999999,25.778892261536065,0.008383410219044096
Shaki district,2019,254.0,753.0,1331.0,578.0,42.58961566296227,0.04397932964712159
Zagatala district,2019,63.0,382.0,314.4,-67.60000000000002,6.8293908740198,-0.013935613449717055
Eastern Zangazur economic region,2019,157.0,0.0,759.2,759.2,22.057317525262594,
Jabrayil district,2019,152.0,0.0,784.6,784.6,20.480751125548757,
Lachin district,2019,400.0,0.0,829.0,829.0,108.6045604449949,
Zangilan district,2019,57.0,0.0,143.2,143.2,25.604473195499406,
Shirvan-Salyan economic region,2019,123.0,0.0,693.4000000000001,693.4000000000001,19.70412508726397,
Shirvan city,2019,14.0,40.0,58.2,18.200000000000003,11.370149256612557,
Bilasuvar district,2019,150.0,490.0,757.7,267.70000000000005,49.49370604840374,0.01928055704492615
Hajigabul district,2019,49.0,405.0,245.39999999999998,-159.60000000000002,66.4559336034873,-0.06212908071134038
Neftchala district,2019,49.0,271.0,300.0,29.0,17.707494524038136,0.021728907499155348
Salyan district,2019,170.0,285.0,876.8000000000001,591.8000000000001,53.98386433644457,0.06246273325049212
Republic of Azerbaijan,2020,233.5,525.0,1239.6,714.5999999999999,53.248637459604055,0.04734757363927966
Baku city,2020,79.5,309.0,461.8,152.8,61.365081771880384,0.01573075458094797
Nakhchivan Autonomous Republic,2020,139.7,463.0,828.4000000000001,365.4000000000001,39.547176010870636,0.059550486726812624
Nakhchivan city,2020,48.1,0.0,204.2,204.2,14.194830136862471,
Babak district,2020,138.2,466.0,611.9,145.89999999999998,39.32077091515779,0.04404880571974212
Julfa district,2020,90.0,450.0,430.2,-19.80000000000001,34.68312353250518,0.0034466792535052804
Kangarli district,2020,144.2,99.0,729.5,630.5,31.638981203239577,
Ordubad district,2020,86.5,251.0,417.9,166.89999999999998,13.95356624198865,0.02245828366300695
Sadarak district,2020,74.5,569.0,390.9,-178.10000000000002,54.41127583879832,0.028884331696751753
Shahbuz district,2020,127.0,210.0,382.1,172.10000000000002,32.54487175479775,0.03718560723880926
Sharur district,2020,190.5,548.0,1100.1,552.0999999999999,62.493504445070826,0.04500210035402841
Absheron-Khizi economic region,2020,136.1,280.0,605.8,325.79999999999995,25.460880763935922,0.06356782564761532
Sumgayit city,2020,,198.0,0.0,-198.0,21.242645786248,
Absheron district,2020,136.1,372.0,605.8,233.79999999999995,24.169186275449807,0.03590495661923154
Khizi district,2020,,265.0,0.0,-265.0,12.972696314691198,
Daghlig Shirvan economic region,2020,101.4,479.0,500.3,21.30000000000001,8.57104896933757,-0.0018709108878679492
Aghsu district,2020,101.0,345.0,516.4,171.39999999999998,15.03025692356607,0.02160175618988469
Ismayilli district,2020,104.5,640.0,521.6,-118.39999999999998,15.983222634910064,-0.01708776598843864
Gobustan district,2020,42.7,129.0,232.29999999999998,103.29999999999998,8.234197645767633,0.023859506982810696
Shamakhi district,2020,79.33,581.0,366.53,-214.47000000000003,19.84978063161375,-0.03633781001630987
Ganja-Dashkasan economic region,2020,134.0,0.0,636.0999999999999,636.0999999999999,22.274841087077263,
Ganja city,2020,128.2,158.0,264.2,106.19999999999999,34.345983021419,
Naftalan city,2020,,0.0,10.0,10.0,35.4911122341784,
Goranboy district,2020,95.0,266.0,521.9,255.89999999999998,31.19201838402839,0.12711671792818335
Goygol district,2020,124.1,279.0,571.0,292.0,26.56075753023076,0.032671403771543206
Samukh district,2020,167.8,415.0,781.3,366.29999999999995,30.447516914058593,0.02859630417899295
Karabakh economic region,2020,301.0,0.0,1615.2,1615.2,80.92256568080153,
Aghjabadi district,2020,402.2,722.0,2195.2999999999997,1473.2999999999997,125.02804663615349,0.05466719493611527
Aghdam district,2020,246.3,600.0,1406.6999999999998,806.6999999999998,60.86772767024518,0.07377042993101357
Barda district,2020,410.7,526.0,2114.2,1588.1999999999998,126.22560892238185,0.06709938623264766
Fuzuli district,2020,136.0,356.0,733.7,377.70000000000005,42.80253933107714,0.09430943959034077
Khojaly district,2020,250.0,0.0,910.0,910.0,85.0626566452962,
Khojavand district,2020,266.7,400.0,1168.9,768.9000000000001,70.0124045686067,0.05464859639961417
Shusha district,2020,170.0,60.0,984.4,924.4,79.74063163364919,
Tartar district,2020,180.5,515.0,943.3,428.29999999999995,34.80586922644938,0.04477005967821923
Gazakh-Tovuz economic region,2020,251.5,0.0,1297.4,1297.4,42.1009047624654,
Aghstafa district,2020,200.5,503.0,1021.5,518.5,55.849269032363125,0.03759835642065856
Gadabay district,2020,151.0,370.0,453.0,83.0,94.67188952728611,
Gazakh district,2020,300.0,675.0,1450.0,775.0,65.81692604203867,0.03879756644698329
Shamkir district,2020,258.2,788.0,1316.6999999999998,528.6999999999998,39.09382781448251,0.030235698008254763
Tovuz district,2020,181.0,528.0,1140.6999999999998,612.6999999999998,45.05568032679281,0.040799293343634524
Guba-Khachmaz economic region,2020,154.9,688.0,834.5,146.5,14.589423779981308,0.013554562150187355
Khachmaz district,2020,236.8,906.0,1194.9,288.9000000000001,23.068847414088395,0.014059041344082868
Guba district,2020,106.5,412.0,531.0,119.0,10.930541575349082,0.017325893103010026
Gusar district,2020,162.6,662.0,833.3,171.29999999999995,21.022551297201733,0.02219604687322052
Siyazan district,2020,68.0,346.0,545.4,199.39999999999998,41.665667234390426,0.014215795846207246
Shabran district,2020,81.2,388.0,434.7,46.69999999999999,29.427161058637893,-0.011701332839504697
Lankaran-Astara economic region,2020,134.4,611.0,670.9,59.89999999999998,7.341453425977522,0.0035402795788510577
Astara district,2020,108.0,805.0,548.7,-256.29999999999995,32.53138924534094,-0.03509615298405655
Jalilabad district,2020,186.0,407.0,652.2,245.20000000000005,33.656650827548724,0.00906867194780192
Lerik district,2020,129.2,628.0,644.7,16.700000000000045,11.082810001810545,0.012233366084389186
Lankaran district,2020,152.6,731.0,763.3,32.299999999999955,10.396256816619212,0.0023838841357883833
Masalli district,2020,175.1,724.0,876.5,152.5,17.012922944087215,0.015624882959974995
Yardimli district,2020,129.7,446.0,641.9999999999999,195.9999999999999,25.491110982662857,0.012493688629332533
Central Aran economic region,2020,117.4,0.0,560.4,560.4,5.813510909158861,
Mingachevir city,2020,11.0,354.0,54.0,-300.0,48.11406407751621,
Agdash district,2020,91.0,440.0,462.59999999999997,22.599999999999966,15.07923757346841,0.00680801028831679
Goychay district,2020,139.8,768.0,715.9999999999999,-52.000000000000114,44.98276642629173,0.00739549596839395
Kurdamir district,2020,145.5,310.0,707.5999999999999,397.5999999999999,32.310517872937154,0.06394665145966805
Ujar district,2020,101.4,266.0,498.7,232.7,20.093628217112414,0.04938336770303975
Yevlakh district,2020,85.0,435.0,426.7,-8.300000000000011,20.401768447786615,0.006997997758389829
Zardab district,2020,216.2,556.0,1075.6,519.5999999999999,43.61131684003292,0.05012151978198909
Mil-Mughan economic region,2020,252.7,0.0,1407.5,1407.5,66.16499761271747,
Beylagan district,2020,325.0,448.0,1843.3,1395.3,108.92274477679189,0.06577241529602018
Imishli district,2020,132.1,436.0,658.0,222.0,19.12537581330103,0.023338982756220483
Saatli district,2020,104.7,311.0,651.9,340.9,44.66901931128424,0.04281491007098337
Sabirabad district,2020,146.2,456.0,731.5,275.5,21.582769143764743,0.02040336097737061
Shaki-Zagatala economic region,2020,116.5,430.0,556.4,126.39999999999998,10.010353336073782,0.010410424655590056
Balakan district,2020,112.0,556.0,566.1,10.100000000000023,21.34305329405902,-0.01388460395705493
Gakh district,2020,118.7,462.0,588.6,126.60000000000002,10.273012343450954,0.01139804291740254
Gabala district,2020,106.7,150.0,477.6,327.6,27.761009044852923,0.04987810991856079
Oghuz district,2020,195.7,351.0,569.0999999999999,218.0999999999999,25.778892261536065,0.008383410219044096
Shaki district,2020,269.3,753.0,1331.0,578.0,42.58961566296227,0.04397932964712159
Zagatala district,2020,62.7,382.0,314.4,-67.60000000000002,6.8293908740198,-0.013935613449717055
Eastern Zangazur economic region,2020,154.0,0.0,759.2,759.2,22.057317525262594,
Jabrayil district,2020,154.7,0.0,784.6,784.6,20.480751125548757,
Lachin district,2020,275.0,0.0,829.0,829.0,108.6045604449949,
Zangilan district,2020,27.5,0.0,143.2,143.2,25.604473195499406,
Shirvan-Salyan economic region,2020,132.7,0.0,693.4000000000001,693.4000000000001,19.70412508726397,
Shirvan city,2020,14.0,40.0,58.2,18.200000000000003,11.370149256612557,
Bilasuvar district,2020,151.1,490.0,757.7,267.70000000000005,49.49370604840374,0.01928055704492615
Hajigabul district,2020,51.0,405.0,245.39999999999998,-159.60000000000002,66.4559336034873,-0.06212908071134038
Neftchala district,2020,56.2,271.0,300.0,29.0,17.707494524038136,0.021728907499155348
Salyan district,2020,171.0,285.0,876.8000000000001,591.8000000000001,53.98386433644457,0.06246273325049212
Republic of Azerbaijan,2021,245.7,525.0,1239.6,714.5999999999999,53.248637459604055,0.04734757363927966
Baku city,2021,92.3,309.0,461.8,152.8,61.365081771880384,0.01573075458094797
Nakhchivan Autonomous Republic,2021,141.8,463.0,828.4000000000001,365.4000000000001,39.547176010870636,0.059550486726812624
Nakhchivan city,2021,34.6,0.0,204.2,204.2,14.194830136862471,
Babak district,2021,118.5,466.0,611.9,145.89999999999998,39.32077091515779,0.04404880571974212
Julfa district,2021,90.5,450.0,430.2,-19.80000000000001,34.68312353250518,0.0034466792535052804
Kangarli district,2021,169.1,99.0,729.5,630.5,31.638981203239577,
Ordubad district,2021,86.7,251.0,417.9,166.89999999999998,13.95356624198865,0.02245828366300695
Sadarak district,2021,84.1,569.0,390.9,-178.10000000000002,54.41127583879832,0.028884331696751753
Shahbuz district,2021,47.8,210.0,382.1,172.10000000000002,32.54487175479775,0.03718560723880926
Sharur district,2021,210.5,548.0,1100.1,552.0999999999999,62.493504445070826,0.04500210035402841
Absheron-Khizi economic region,2021,117.6,280.0,605.8,325.79999999999995,25.460880763935922,0.06356782564761532
Sumgayit city,2021,,198.0,0.0,-198.0,21.242645786248,
Absheron district,2021,117.6,372.0,605.8,233.79999999999995,24.169186275449807,0.03590495661923154
Khizi district,2021,,265.0,0.0,-265.0,12.972696314691198,
Daghlig Shirvan economic region,2021,98.8,479.0,500.3,21.30000000000001,8.57104896933757,-0.0018709108878679492
Aghsu district,2021,103.4,345.0,516.4,171.39999999999998,15.03025692356607,0.02160175618988469
Ismayilli district,2021,103.8,640.0,521.6,-118.39999999999998,15.983222634910064,-0.01708776598843864
Gobustan district,2021,48.0,129.0,232.29999999999998,103.29999999999998,8.234197645767633,0.023859506982810696
Shamakhi district,2021,70.2,581.0,366.53,-214.47000000000003,19.84978063161375,-0.03633781001630987
Ganja-Dashkasan economic region,2021,134.0,0.0,636.0999999999999,636.0999999999999,22.274841087077263,
Ganja city,2021,,158.0,264.2,106.19999999999999,34.345983021419,
Naftalan city,2021,,0.0,10.0,10.0,35.4911122341784,
Goranboy district,2021,95.3,266.0,521.9,255.89999999999998,31.19201838402839,0.12711671792818335
Goygol district,2021,122.1,279.0,571.0,292.0,26.56075753023076,0.032671403771543206
Samukh district,2021,170.7,415.0,781.3,366.29999999999995,30.447516914058593,0.02859630417899295
Karabakh economic region,2021,308.7,0.0,1615.2,1615.2,80.92256568080153,
Aghjabadi district,2021,406.9,722.0,2195.2999999999997,1473.2999999999997,125.02804663615349,0.05466719493611527
Aghdam district,2021,249.1,600.0,1406.6999999999998,806.6999999999998,60.86772767024518,0.07377042993101357
Barda district,2021,444.4,526.0,2114.2,1588.1999999999998,126.22560892238185,0.06709938623264766
Fuzuli district,2021,176.7,356.0,733.7,377.70000000000005,42.80253933107714,0.09430943959034077
Khojaly district,2021,250.0,0.0,910.0,910.0,85.0626566452962,
Khojavand district,2021,311.7,400.0,1168.9,768.9000000000001,70.0124045686067,0.05464859639961417
Shusha district,2021,198.5,60.0,984.4,924.4,79.74063163364919,
Tartar district,2021,171.3,515.0,943.3,428.29999999999995,34.80586922644938,0.04477005967821923
Gazakh-Tovuz economic region,2021,262.7,0.0,1297.4,1297.4,42.1009047624654,
Aghstafa district,2021,205.0,503.0,1021.5,518.5,55.849269032363125,0.03759835642065856
Gadabay district,2021,151.0,370.0,453.0,83.0,94.67188952728611,
Gazakh district,2021,300.0,675.0,1450.0,775.0,65.81692604203867,0.03879756644698329
Shamkir district,2021,264.1,788.0,1316.6999999999998,528.6999999999998,39.09382781448251,0.030235698008254763
Tovuz district,2021,259.8,528.0,1140.6999999999998,612.6999999999998,45.05568032679281,0.040799293343634524
Guba-Khachmaz economic region,2021,162.3,688.0,834.5,146.5,14.589423779981308,0.013554562150187355
Khachmaz district,2021,243.8,906.0,1194.9,288.9000000000001,23.068847414088395,0.014059041344082868
Guba district,2021,106.3,412.0,531.0,119.0,10.930541575349082,0.017325893103010026
Gusar district,2021,167.7,662.0,833.3,171.29999999999995,21.022551297201733,0.02219604687322052
Siyazan district,2021,247.2,346.0,545.4,199.39999999999998,41.665667234390426,0.014215795846207246
Shabran district,2021,86.9,388.0,434.7,46.69999999999999,29.427161058637893,-0.011701332839504697
Lankaran-Astara economic region,2021,135.6,611.0,670.9,59.89999999999998,7.341453425977522,0.0035402795788510577
Astara district,2021,112.5,805.0,548.7,-256.29999999999995,32.53138924534094,-0.03509615298405655
Jalilabad district,2021,150.7,407.0,652.2,245.20000000000005,33.656650827548724,0.00906867194780192
Lerik district,2021,129.3,628.0,644.7,16.700000000000045,11.082810001810545,0.012233366084389186
Lankaran district,2021,153.4,731.0,763.3,32.299999999999955,10.396256816619212,0.0023838841357883833
Masalli district,2021,175.1,724.0,876.5,152.5,17.012922944087215,0.015624882959974995
Yardimli district,2021,128.6,446.0,641.9999999999999,195.9999999999999,25.491110982662857,0.012493688629332533
Central Aran economic region,2021,119.1,0.0,560.4,560.4,5.813510909158861,
Mingachevir city,2021,11.4,354.0,54.0,-300.0,48.11406407751621,
Agdash district,2021,76.5,440.0,462.59999999999997,22.599999999999966,15.07923757346841,0.00680801028831679
Goychay district,2021,141.6,768.0,715.9999999999999,-52.000000000000114,44.98276642629173,0.00739549596839395
Kurdamir district,2021,166.6,310.0,707.5999999999999,397.5999999999999,32.310517872937154,0.06394665145966805
Ujar district,2021,98.1,266.0,498.7,232.7,20.093628217112414,0.04938336770303975
Yevlakh district,2021,85.1,435.0,426.7,-8.300000000000011,20.401768447786615,0.006997997758389829
Zardab district,2021,217.7,556.0,1075.6,519.5999999999999,43.61131684003292,0.05012151978198909
Mil-Mughan economic region,2021,296.3,0.0,1407.5,1407.5,66.16499761271747,
Beylagan district,2021,400.1,448.0,1843.3,1395.3,108.92274477679189,0.06577241529602018
