Setting,year,potato_area,first5_sum,last5_sum,growth,std_dev,cagr
Zangilan district,2011,,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2011,877.0,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2011,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2011,292.0,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2011,25.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2011,106.0,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2011,449.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2012,66004.0,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2012,31.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2012,2831.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2012,28.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2012,320.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2012,457.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2012,212.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2012,572.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2012,90.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2012,416.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2012,736.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2012,32.0,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2012,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2012,6.0,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2012,24.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2012,2011.0,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2012,134.0,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2012,758.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2012,446.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2012,673.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2012,3095.0,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2012,21.0,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2012,2.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2012,1326.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2012,393.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2012,1034.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2012,319.0,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2012,1766.0,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2012,,0.0,0.0,0.0,,
Aghjabadi district,2012,208.0,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2012,440.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2012,,0.0,0.0,0.0,,
Barda district,2012,278.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2012,135.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2012,198.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2012,8.0,40.0,108.8,68.8,11.635140361339445,
Shusha district,2012,10.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2012,489.0,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2012,27927.0,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2012,540.0,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2012,13187.0,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2012,189.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2012,6391.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2012,7620.0,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2012,4659.0,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2012,1089.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2012,1060.0,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2012,2342.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2012,23.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2012,145.0,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2012,11669.0,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
Astara district,2012,1378.0,5499.0,4990.0,-509.0,235.54481526877217,0.0035370619339829545
Jalilabad district,2012,5176.0,13703.0,26670.0,12967.0,1018.5819631132832,0.038535582152920744
Lerik district,2012,1229.0,5860.0,7448.0,1588.0,137.8519934620072,0.01814640942006096
Lankaran district,2012,768.0,3717.0,2208.0,-1509.0,173.22327365637645,-0.011386587504994217
Masalli district,2012,2276.0,3802.0,4421.1,619.1000000000004,496.6623299404577,0.008045974601436745
Yardimli district,2012,842.0,2321.0,4395.1,2074.1000000000004,168.451379849464,0.025015319902638167
Central Aran economic region,2012,3528.0,11827.0,9476.4,-2350.6000000000004,612.8491882479995,-0.010532361911855137
Mingachevir city,2012,5.0,34.0,28.5,-5.5,2.465148377225827,
Agdash district,2012,1186.0,1930.0,1153.7,-776.3,340.3242539225951,0.014451852533940102
Goychay district,2012,146.0,458.0,843.8,385.79999999999995,30.108942289577385,0.039129892012772505
Kurdamir district,2012,1333.0,6531.0,4064.1,-2466.9,228.0173200499331,-0.04373529744759275
Ujar district,2012,396.0,1176.0,1696.0,520.0,73.6351045574623,0.028977056188677075
Yevlakh district,2012,310.0,853.0,648.7,-204.29999999999995,182.32310023810692,0.03132596170033364
Zardab district,2012,152.0,845.0,1041.6,196.5999999999999,60.26995069287629,0.02992067203624793
Mil-Mughan economic region,2012,2728.0,11275.0,11218.4,-56.600000000000364,352.88311763265887,0.008468211712182372
Beylagan district,2012,328.0,1323.0,1957.0,634.0,55.693974903751574,0.03891148223995078
Imishli district,2012,455.0,2904.0,642.3000000000001,-2261.7,204.81113246570376,-0.06725359206391779
Saatli district,2012,574.0,4185.0,1691.1,-2493.9,223.35762993784041,-0.021777642351066828
Sabirabad district,2012,1371.0,2863.0,6928.0,4065.0,336.06337555780215,0.04122733539776546
Shaki-Zagatala economic region,2012,4852.0,17254.0,19772.8,2518.7999999999993,676.6511144246891,0.019762676217289776
Balakan district,2012,857.0,3038.0,3064.0,26.0,119.92884363751652,0.008000484314280243
Gakh district,2012,327.0,1546.0,1567.3,21.299999999999955,100.32008979594599,0.00839468671141752
Gabala district,2012,1074.0,3623.0,2192.0,-1431.0,269.5872012132086,-0.01033414623321438
Oghuz district,2012,312.0,1120.0,1520.0,400.0,58.22588447751056,0.037629829845909235
Shaki district,2012,816.0,2344.0,3444.5,1100.5,151.4076567832971,0.0318972928405703
Zagatala district,2012,1466.0,5583.0,7985.0,2402.0,205.97192717117713,0.03386872630202564
Eastern Zangazur economic,2012,29.0,21.0,279.1,258.1,27.623737660804363,0.08649739941785062
Jabrayil district,2012,25.0,0.0,160.3,160.3,3.450645212268625,
Kalbajar district,2012,,0.0,23.0,23.0,15.556349186104045,
Gubadli district,2012,,21.0,75.0,54.0,23.691104753566144,0.059151001499132105
Lachin district,2012,4.0,0.0,1.0,1.0,1.4142135623730951,
Zangilan district,2012,,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2012,846.0,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2012,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2012,240.0,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2012,28.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2012,111.0,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2012,462.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2013,65315.0,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2013,20.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2013,2957.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2013,30.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2013,350.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2013,484.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2013,213.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2013,573.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2013,95.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2013,460.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2013,752.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2013,45.0,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2013,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2013,9.0,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2013,34.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2013,2006.0,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2013,122.0,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2013,760.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2013,448.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2013,676.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2013,3463.0,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2013,21.0,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2013,2.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2013,1330.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2013,351.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2013,1035.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2013,724.0,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2013,1854.0,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2013,,0.0,0.0,0.0,,
Aghjabadi district,2013,211.0,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2013,500.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2013,,0.0,0.0,0.0,,
Barda district,2013,272.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2013,135.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2013,196.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2013,8.0,40.0,108.8,68.8,11.635140361339445,
Shusha district,2013,4.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2013,528.0,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2013,28443.0,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2013,584.0,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2013,13006.0,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2013,273.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2013,6397.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2013,8183.0,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2013,4250.0,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2013,1011.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2013,1107.0,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2013,1988.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2013,22.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2013,122.0,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2013,10505.0,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
Astara district,2013,1380.0,5499.0,4990.0,-509.0,235.54481526877217,0.0035370619339829545
Jalilabad district,2013,4962.0,13703.0,26670.0,12967.0,1018.5819631132832,0.038535582152920744
Lerik district,2013,1265.0,5860.0,7448.0,1588.0,137.8519934620072,0.01814640942006096
Lankaran district,2013,602.0,3717.0,2208.0,-1509.0,173.22327365637645,-0.011386587504994217
Masalli district,2013,1477.0,3802.0,4421.1,619.1000000000004,496.6623299404577,0.008045974601436745
Yardimli district,2013,819.0,2321.0,4395.1,2074.1000000000004,168.451379849464,0.025015319902638167
Central Aran economic region,2013,3366.0,11827.0,9476.4,-2350.6000000000004,612.8491882479995,-0.010532361911855137
Mingachevir city,2013,5.0,34.0,28.5,-5.5,2.465148377225827,
Agdash district,2013,1204.0,1930.0,1153.7,-776.3,340.3242539225951,0.014451852533940102
Goychay district,2013,149.0,458.0,843.8,385.79999999999995,30.108942289577385,0.039129892012772505
Kurdamir district,2013,1262.0,6531.0,4064.1,-2466.9,228.0173200499331,-0.04373529744759275
Ujar district,2013,401.0,1176.0,1696.0,520.0,73.6351045574623,0.028977056188677075
Yevlakh district,2013,210.0,853.0,648.7,-204.29999999999995,182.32310023810692,0.03132596170033364
Zardab district,2013,135.0,845.0,1041.6,196.5999999999999,60.26995069287629,0.02992067203624793
Mil-Mughan economic region,2013,2589.0,11275.0,11218.4,-56.600000000000364,352.88311763265887,0.008468211712182372
Beylagan district,2013,332.0,1323.0,1957.0,634.0,55.693974903751574,0.03891148223995078
Imishli district,2013,345.0,2904.0,642.3000000000001,-2261.7,204.81113246570376,-0.06725359206391779
Saatli district,2013,540.0,4185.0,1691.1,-2493.9,223.35762993784041,-0.021777642351066828
Sabirabad district,2013,1372.0,2863.0,6928.0,4065.0,336.06337555780215,0.04122733539776546
Shaki-Zagatala economic region,2013,4920.0,17254.0,19772.8,2518.7999999999993,676.6511144246891,0.019762676217289776
Balakan district,2013,889.0,3038.0,3064.0,26.0,119.92884363751652,0.008000484314280243
Gakh district,2013,307.0,1546.0,1567.3,21.299999999999955,100.32008979594599,0.00839468671141752
Gabala district,2013,1085.0,3623.0,2192.0,-1431.0,269.5872012132086,-0.01033414623321438
Oghuz district,2013,319.0,1120.0,1520.0,400.0,58.22588447751056,0.037629829845909235
Shaki district,2013,799.0,2344.0,3444.5,1100.5,151.4076567832971,0.0318972928405703
Zagatala district,2013,1521.0,5583.0,7985.0,2402.0,205.97192717117713,0.03386872630202564
Eastern Zangazur economic,2013,25.2,21.0,279.1,258.1,27.623737660804363,0.08649739941785062
Jabrayil district,2013,25.0,0.0,160.3,160.3,3.450645212268625,
Kalbajar district,2013,,0.0,23.0,23.0,15.556349186104045,
Gubadli district,2013,0.2,21.0,75.0,54.0,23.691104753566144,0.059151001499132105
Lachin district,2013,,0.0,1.0,1.0,1.4142135623730951,
Zangilan district,2013,,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2013,872.0,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2013,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2013,225.0,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2013,38.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2013,112.0,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2013,492.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2014,61658.0,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2014,10.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2014,2962.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2014,31.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2014,351.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2014,484.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2014,214.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2014,573.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2014,96.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2014,461.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2014,752.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2014,48.0,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2014,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2014,9.0,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2014,37.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2014,2019.0,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2014,120.0,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2014,771.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2014,450.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2014,678.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2014,3213.0,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2014,22.0,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2014,3.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2014,1296.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2014,321.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2014,1038.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2014,533.0,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2014,1849.0,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2014,,0.0,0.0,0.0,,
Aghjabadi district,2014,218.0,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2014,510.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2014,,0.0,0.0,0.0,,
Barda district,2014,231.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2014,136.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2014,192.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2014,10.0,40.0,108.8,68.8,11.635140361339445,
Shusha district,2014,4.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2014,548.0,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2014,26615.0,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2014,460.0,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2014,12202.0,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2014,303.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2014,6406.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2014,7244.0,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2014,4293.0,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2014,1010.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2014,1150.0,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2014,1989.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2014,25.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2014,119.0,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2014,9648.0,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
Astara district,2014,1381.0,5499.0,4990.0,-509.0,235.54481526877217,0.0035370619339829545
Jalilabad district,2014,4100.0,13703.0,26670.0,12967.0,1018.5819631132832,0.038535582152920744
Lerik district,2014,1291.0,5860.0,7448.0,1588.0,137.8519934620072,0.01814640942006096
Lankaran district,2014,574.0,3717.0,2208.0,-1509.0,173.22327365637645,-0.011386587504994217
Masalli district,2014,1460.0,3802.0,4421.1,619.1000000000004,496.6623299404577,0.008045974601436745
Yardimli district,2014,842.0,2321.0,4395.1,2074.1000000000004,168.451379849464,0.025015319902638167
Central Aran economic region,2014,2729.0,11827.0,9476.4,-2350.6000000000004,612.8491882479995,-0.010532361911855137
Mingachevir city,2014,7.0,34.0,28.5,-5.5,2.465148377225827,
Agdash district,2014,595.0,1930.0,1153.7,-776.3,340.3242539225951,0.014451852533940102
Goychay district,2014,151.0,458.0,843.8,385.79999999999995,30.108942289577385,0.039129892012772505
Kurdamir district,2014,1184.0,6531.0,4064.1,-2466.9,228.0173200499331,-0.04373529744759275
Ujar district,2014,410.0,1176.0,1696.0,520.0,73.6351045574623,0.028977056188677075
Yevlakh district,2014,240.0,853.0,648.7,-204.29999999999995,182.32310023810692,0.03132596170033364
Zardab district,2014,142.0,845.0,1041.6,196.5999999999999,60.26995069287629,0.02992067203624793
Mil-Mughan economic region,2014,2397.0,11275.0,11218.4,-56.600000000000364,352.88311763265887,0.008468211712182372
Beylagan district,2014,378.0,1323.0,1957.0,634.0,55.693974903751574,0.03891148223995078
Imishli district,2014,292.0,2904.0,642.3000000000001,-2261.7,204.81113246570376,-0.06725359206391779
Saatli district,2014,436.0,4185.0,1691.1,-2493.9,223.35762993784041,-0.021777642351066828
Sabirabad district,2014,1291.0,2863.0,6928.0,4065.0,336.06337555780215,0.04122733539776546
Shaki-Zagatala economic region,2014,5006.0,17254.0,19772.8,2518.7999999999993,676.6511144246891,0.019762676217289776
Balakan district,2014,905.0,3038.0,3064.0,26.0,119.92884363751652,0.008000484314280243
Gakh district,2014,323.0,1546.0,1567.3,21.299999999999955,100.32008979594599,0.00839468671141752
Gabala district,2014,1157.0,3623.0,2192.0,-1431.0,269.5872012132086,-0.01033414623321438
Oghuz district,2014,323.0,1120.0,1520.0,400.0,58.22588447751056,0.037629829845909235
Shaki district,2014,763.0,2344.0,3444.5,1100.5,151.4076567832971,0.0318972928405703
Zagatala district,2014,1535.0,5583.0,7985.0,2402.0,205.97192717117713,0.03386872630202564
Eastern Zangazur economic,2014,26.3,21.0,279.1,258.1,27.623737660804363,0.08649739941785062
Jabrayil district,2014,26.0,0.0,160.3,160.3,3.450645212268625,
Kalbajar district,2014,,0.0,23.0,23.0,15.556349186104045,
Gubadli district,2014,0.3,21.0,75.0,54.0,23.691104753566144,0.059151001499132105
Lachin district,2014,,0.0,1.0,1.0,1.4142135623730951,
Zangilan district,2014,,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2014,843.0,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2014,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2014,272.0,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2014,38.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2014,113.0,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2014,415.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2015,60974.0,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2015,10.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2015,2967.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2015,30.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2015,449.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2015,386.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2015,215.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2015,574.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2015,97.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2015,462.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2015,754.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2015,50.0,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2015,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2015,9.0,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2015,39.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2015,1738.0,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2015,131.0,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2015,785.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2015,142.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2015,680.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2015,2871.0,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2015,20.0,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2015,2.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2015,1294.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2015,270.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2015,1038.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2015,247.0,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2015,1791.0,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2015,,0.0,0.0,0.0,,
Aghjabadi district,2015,220.0,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2015,450.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2015,,0.0,0.0,0.0,,
